true_label,pred_prob
1,0.8174796104431152
0,0.0991380587220192
0,0.2764543890953064
0,0.2343343198299408
0,0.6101269721984863
0,0.510827898979187
0,0.06335624307394028
0,0.16441436111927032
0,0.27345457673072815
0,0.17680668830871582
0,0.3811732828617096
0,0.14283090829849243
0,0.36376914381980896
0,0.19074220955371857
0,0.0882248505949974
0,0.5417765974998474
0,0.9307799935340881
0,0.2588222324848175
0,0.13172920048236847
0,0.23699814081192017
0,0.6148489713668823
0,0.43289172649383545
0,0.6105940341949463
0,0.08013396710157394
0,0.1040131002664566
0,0.22410090267658234
1,0.6690196990966797
0,0.6416026949882507
0,0.3467586040496826
0,0.2541501224040985
0,0.7625436186790466
0,0.48279091715812683
0,0.1040266677737236
0,0.5427219271659851
0,0.5010735988616943
0,0.4003312289714813
0,0.05804833769798279
0,0.13271871209144592
0,0.08283955603837967
0,0.08709430694580078
1,0.7620651125907898
0,0.6894744634628296
1,0.3576916754245758
0,0.1368986964225769
0,0.7436501383781433
0,0.672038733959198
0,0.47831958532333374
0,0.4187226891517639
0,0.2324211746454239
0,0.6411266922950745
0,0.12508819997310638
0,0.306692898273468
0,0.1973423808813095
0,0.3648059666156769
0,0.12386921048164368
0,0.7903760671615601
0,0.7166686058044434
0,0.4439491927623749
0,0.5090462565422058
0,0.3074822723865509
0,0.12758290767669678
0,0.6239197254180908
0,0.33667615056037903
0,0.12738381326198578
0,0.5772574543952942
0,0.5607378482818604
0,0.2896745502948761
0,0.7004737854003906
0,0.24746668338775635
0,0.4269859492778778
0,0.5871995091438293
0,0.347089558839798
0,0.45296338200569153
0,0.6757199764251709
0,0.6816061735153198
0,0.6495674252510071
0,0.23928028345108032
0,0.6605275869369507
0,0.3412771224975586
0,0.2604086101055145
0,0.313602477312088
1,0.446394681930542
0,0.28985437750816345
0,0.46474194526672363
0,0.40213295817375183
0,0.32298004627227783
0,0.207506000995636
0,0.24031215906143188
0,0.3621937930583954
0,0.3381175696849823
0,0.24922990798950195
0,0.27995336055755615
0,0.5184175372123718
0,0.3778778910636902
1,0.6674082279205322
0,0.1062358096241951
0,0.8152459263801575
0,0.6972777843475342
0,0.23824450373649597
0,0.29493650794029236
0,0.7564914226531982
0,0.795506477355957
0,0.6634808778762817
0,0.6425952315330505
0,0.2490510195493698
0,0.24238070845603943
0,0.18825237452983856
0,0.2286340743303299
0,0.3540889322757721
0,0.04302896186709404
1,0.750576376914978
0,0.34805282950401306
0,0.039168987423181534
0,0.5660755038261414
0,0.1308402121067047
0,0.5274139046669006
0,0.16762208938598633
0,0.49850791692733765
0,0.12762370705604553
0,0.5529711842536926
0,0.0891130343079567
0,0.6831179261207581
0,0.067318394780159
0,0.33180832862854004
0,0.1606285274028778
0,0.5060325264930725
0,0.20242561399936676
0,0.5654425621032715
0,0.8874334692955017
0,0.4441656172275543
0,0.4821721911430359
0,0.39478087425231934
0,0.27168384194374084
0,0.6203381419181824
0,0.11423567682504654
0,0.24340955913066864
0,0.350565105676651
0,0.13124731183052063
1,0.536248505115509
0,0.5791242718696594
0,0.6969426870346069
0,0.7524845600128174
0,0.180332750082016
0,0.15415853261947632
0,0.5672888159751892
0,0.7035661339759827
0,0.2661927044391632
0,0.09890289604663849
0,0.3397083282470703
0,0.17304189503192902
0,0.5143162608146667
0,0.10819290578365326
0,0.07137887179851532
0,0.16252104938030243
1,0.6577351689338684
0,0.3834107518196106
0,0.12264902889728546
0,0.18145182728767395
0,0.2002662718296051
0,0.06590115278959274
0,0.8979776501655579
0,0.13042473793029785
0,0.10204549133777618
1,0.667787492275238
0,0.19659021496772766
0,0.6601624488830566
0,0.23632730543613434
0,0.33025166392326355
0,0.4468774199485779
0,0.26708415150642395
0,0.4287668764591217
0,0.24255764484405518
0,0.278055876493454
0,0.5393193960189819
0,0.2084054946899414
0,0.4790927767753601
0,0.46761301159858704
0,0.7410928606987
0,0.3528567850589752
0,0.26337918639183044
1,0.4705285131931305
0,0.2983162999153137
0,0.7188311219215393
0,0.4930110573768616
1,0.6114843487739563
0,0.2240300178527832
0,0.19843070209026337
0,0.3902171850204468
0,0.3535894751548767
0,0.18305453658103943
0,0.21391607820987701
0,0.14679841697216034
0,0.5728664398193359
0,0.17423658072948456
0,0.24997133016586304
0,0.3608694076538086
0,0.34185853600502014
0,0.16960351169109344
0,0.5930141806602478
0,0.22483085095882416
0,0.42068031430244446
0,0.26971206068992615
0,0.6852437257766724
0,0.5002242922782898
0,0.7752773761749268
0,0.34514349699020386
0,0.1611052304506302
0,0.5772677063941956
0,0.17915251851081848
0,0.4844405949115753
0,0.45264336466789246
1,0.8937291502952576
0,0.7268545031547546
0,0.3490389585494995
0,0.14267218112945557
0,0.2740895450115204
0,0.4660899043083191
0,0.25017058849334717
0,0.10510735958814621
0,0.19550293684005737
0,0.387764036655426
0,0.6976878046989441
0,0.5451648235321045
0,0.3006734549999237
0,0.2507244646549225
0,0.24231629073619843
0,0.5378035306930542
0,0.37783825397491455
0,0.5579873323440552
0,0.25959789752960205
0,0.3478093445301056
0,0.6947121024131775
0,0.8085652589797974
0,0.045061543583869934
0,0.33126601576805115
1,0.8149641156196594
0,0.10939855873584747
0,0.17179037630558014
0,0.7105010151863098
0,0.16480594873428345
0,0.38845449686050415
0,0.2023795247077942
1,0.3210788071155548
0,0.1926114559173584
0,0.25268498063087463
0,0.6235204935073853
1,0.37795546650886536
0,0.17740587890148163
0,0.4420631527900696
0,0.14756560325622559
0,0.7654902338981628
0,0.7179040312767029
0,0.4866088926792145
0,0.16301502287387848
0,0.42790138721466064
1,0.2453412562608719
0,0.16995173692703247
0,0.4531847834587097
0,0.2577429413795471
0,0.13223403692245483
1,0.864246129989624
1,0.8545672297477722
0,0.6513658165931702
0,0.3096264898777008
0,0.04630877450108528
0,0.49896860122680664
0,0.46465498208999634
0,0.13884201645851135
0,0.30629101395606995
0,0.7649993300437927
0,0.1724383383989334
0,0.17084893584251404
0,0.33122822642326355
0,0.21618063747882843
0,0.20342664420604706
0,0.19597361981868744
0,0.3637006878852844
0,0.2300117164850235
0,0.7264840602874756
0,0.08193949609994888
0,0.18294857442378998
0,0.5078583359718323
0,0.578700602054596
1,0.6362742781639099
0,0.6127928495407104
0,0.09233461320400238
0,0.4578995406627655
0,0.47594505548477173
0,0.45914316177368164
0,0.17408858239650726
0,0.15106059610843658
1,0.6564230918884277
0,0.36343634128570557
0,0.3388577103614807
0,0.10901094228029251
0,0.4277499318122864
0,0.3231779634952545
0,0.48543959856033325
0,0.19256936013698578
0,0.16291478276252747
0,0.4308779537677765
0,0.1347508579492569
0,0.36725082993507385
0,0.19409534335136414
0,0.5355629920959473
0,0.2550009787082672
0,0.1656167209148407
0,0.6961007714271545
0,0.744990885257721
0,0.6827581524848938
0,0.444843590259552
0,0.23403869569301605
0,0.31073281168937683
0,0.08451885730028152
0,0.3234357535839081
0,0.18186886608600616
0,0.07738343626260757
